name,electric_pressure,electric_current,average_power,idle_power,apparent_power,power_factor,luminance
110,116.980003,0.282,21,25.29233,32.988361,0.642,9
110,116.900002,0.282,21,25.275032,32.965801,0.642,9
110,116.970001,0.281,21,25.145294,32.868568,0.644,9
110,116.940002,0.281,21,25.138845,32.860142,0.644,10
110,116.989998,0.281,21,25.149593,32.874191,0.644,10
110,116.940002,0.281,21,25.138845,32.860142,0.644,10
110,116.949997,0.281,21,25.140993,32.862949,0.644,10
110,117.050003,0.28,21,25.155384,32.773998,0.641,9
110,117,0.28,21,25.144638,32.759998,0.641,9
110,116.949997,0.28,21,24.996246,32.745998,0.646,9
110,117.059998,0.28,21,25.157534,32.776798,0.641,9
110,117.029999,0.28,21,25.151087,32.768398,0.641,10
110,117,0.28,21,25.144638,32.759998,0.641,10
110,116.910004,0.28,21,24.987698,32.734798,0.646,9
110,116.949997,0.28,21,24.996246,32.745998,0.646,10
110,117.010002,0.28,21,25.146788,32.762798,0.641,10
110,116.959999,0.28,21,24.998384,32.748798,0.646,9
110,116.910004,0.28,21,24.987698,32.734798,0.646,9
110,116.970001,0.28,21,25.000521,32.751598,0.646,9
110,116.940002,0.28,21,24.994108,32.743198,0.646,9
110,117,0.28,21,25.144638,32.759998,0.641,9
110,116.970001,0.281,21,25.145294,32.868568,0.644,9
110,116.870003,0.281,21,25.123796,32.840469,0.644,9
110,116.879997,0.281,21,25.125946,32.843281,0.644,9
110,116.919998,0.28,21,24.989836,32.737598,0.646,9
110,117,0.28,21,25.144638,32.759998,0.641,9
110,116.860001,0.28,21,24.977011,32.720798,0.646,9
110,116.860001,0.28,21,24.977011,32.720798,0.646,10
110,116.779999,0.279,21,24.815475,32.581619,0.648,10
110,116.870003,0.279,21,24.8346,32.606731,0.648,9
110,116.660004,0.28,21,24.934263,32.664799,0.646,9
110,116.760002,0.279,21,24.811226,32.576038,0.648,9
110,116.709999,0.279,21,24.8006,32.562092,0.648,9
110,116.779999,0.279,21,24.815475,32.581619,0.648,9
110,116.769997,0.279,21,24.813351,32.578831,0.648,10
110,116.75,0.279,21,24.809101,32.57325,0.648,10
110,116.75,0.279,21,24.809101,32.57325,0.648,10
110,116.730003,0.279,21,24.804852,32.567669,0.648,9
110,116.739998,0.279,21,24.806976,32.570461,0.648,10
110,116.769997,0.279,21,24.813351,32.578831,0.648,10
110,116.739998,0.279,21,24.806976,32.570461,0.648,10
110,116.82,0.279,21,24.823977,32.592781,0.648,10
110,116.629997,0.279,21,24.783602,32.539768,0.648,10
110,116.360001,0.279,21,24.726227,32.464439,0.648,9
110,116.419998,0.279,21,24.738977,32.481178,0.648,9
110,116.419998,0.279,21,24.738977,32.481178,0.648,9
110,116.419998,0.28,21,24.882969,32.597599,0.646,9
110,116.440002,0.28,21,24.887241,32.603199,0.646,9
110,116.559998,0.28,21,24.912889,32.636799,0.646,9
110,116.449997,0.28,21,24.88938,32.605999,0.646,9
110,116.459999,0.28,21,24.891518,32.608799,0.646,9
110,116.529999,0.281,21,25.050707,32.74493,0.644,9
110,116.57,0.28,21,24.915028,32.639599,0.646,10
110,116.489998,0.281,21,25.042107,32.733688,0.644,10
110,116.5,0.281,21,25.044256,32.7365,0.644,9
110,116.370003,0.281,21,25.016312,32.69997,0.644,10
110,116.279999,0.28,21,24.853045,32.558399,0.646,10
110,116.339996,0.28,21,24.86587,32.575199,0.646,10
110,116.470001,0.28,21,24.893654,32.611599,0.646,10
110,116.32,0.28,21,24.861593,32.569599,0.646,9
110,116.419998,0.28,21,24.882969,32.597599,0.646,9
110,116.459999,0.28,21,24.891518,32.608799,0.646,10
110,116.519997,0.279,21,24.760227,32.509079,0.648,10
110,116.580002,0.279,21,24.772976,32.525822,0.648,10
110,116.540001,0.279,21,24.764477,32.51466,0.648,10
110,116.580002,0.279,21,24.772976,32.525822,0.648,9
110,116.669998,0.279,21,24.792101,32.55093,0.648,9
110,116.510002,0.279,21,24.758102,32.50629,0.648,9
110,116.529999,0.279,21,24.762352,32.511871,0.648,9
110,116.529999,0.278,21,24.590582,32.39534,0.651,9
110,116.480003,0.278,21,24.58003,32.381439,0.651,10
110,116.540001,0.277,21,24.448709,32.281582,0.653,9
110,116.489998,0.277,21,24.438219,32.267731,0.653,10
110,116.339996,0.276,21,24.23525,32.10984,0.656,9
110,116.449997,0.277,21,24.429829,32.256649,0.653,9
110,116.339996,0.277,21,24.406752,32.226181,0.653,10
110,116.370003,0.276,21,24.241501,32.118118,0.656,10
110,116.360001,0.277,21,24.410948,32.23172,0.653,9
110,116.370003,0.277,21,24.413046,32.234489,0.653,9
110,116.510002,0.277,21,24.442415,32.27327,0.653,10
110,116.309998,0.277,21,24.400459,32.217869,0.653,9
110,116.400002,0.277,21,24.41934,32.242802,0.653,9
110,116.440002,0.277,21,24.427731,32.25388,0.653,9
110,116.5,0.277,21,24.440317,32.2705,0.653,9
110,116.5,0.277,21,24.440317,32.2705,0.653,10
110,116.470001,0.277,21,24.434025,32.262192,0.653,10
110,116.470001,0.277,21,24.434025,32.262192,0.653,9
110,116.440002,0.277,21,24.427731,32.25388,0.653,10
110,116.410004,0.277,21,24.421436,32.245571,0.653,9
110,116.449997,0.277,21,24.429829,32.256649,0.653,9
110,116.400002,0.277,21,24.41934,32.242802,0.653,9
110,116.43,0.277,21,24.425632,32.25111,0.653,9
110,116.519997,0.277,21,24.444513,32.276039,0.653,9
110,116.449997,0.277,21,24.429829,32.256649,0.653,9
110,116.410004,0.277,21,24.421436,32.245571,0.653,10
110,116.389999,0.277,21,24.417242,32.240028,0.653,10
110,116.419998,0.276,21,24.251917,32.13192,0.656,10
110,116.449997,0.277,21,24.429829,32.256649,0.653,9
110,116.480003,0.277,21,24.436123,32.264961,0.653,9
110,116.550003,0.277,21,24.450808,32.284351,0.653,10
110,116.610001,0.277,21,24.463394,32.300968,0.653,10
110,116.529999,0.277,21,24.446611,32.278809,0.653,9
110,116.540001,0.277,21,24.448709,32.281582,0.653,9
110,116.550003,0.277,21,24.450808,32.284351,0.653,10
110,116.5,0.277,21,24.440317,32.2705,0.653,9
110,116.519997,0.277,21,24.444513,32.276039,0.653,10
110,116.519997,0.278,21,24.58847,32.392559,0.651,10
110,116.410004,0.277,21,24.421436,32.245571,0.653,10
110,116.459999,0.278,21,24.575809,32.375881,0.651,9
110,116.57,0.277,21,24.455004,32.28989,0.653,9
110,116.5,0.277,21,24.440317,32.2705,0.653,10
150,116.849998,0.28,22,24.079891,32.717999,0.677,10
150,116.910004,0.282,22,24.414949,32.96862,0.672,11
150,116.900002,0.283,22,24.559311,33.082699,0.67,10
150,116.940002,0.284,22,24.744081,33.21096,0.667,10
150,116.959999,0.284,22,24.748314,33.21664,0.667,10
150,116.970001,0.285,22,24.897106,33.336449,0.665,10
150,116.919998,0.285,22,24.886463,33.322201,0.665,10
150,116.809998,0.285,22,24.86305,33.290852,0.665,10
150,116.730003,0.285,22,24.846022,33.268051,0.665,10
150,116.760002,0.286,22,24.998917,33.39336,0.663,10
150,116.739998,0.285,22,24.84815,33.270901,0.665,10
150,116.830002,0.285,22,24.867308,33.296551,0.665,9
150,116.82,0.284,22,24.718691,33.17688,0.667,10
150,116.860001,0.284,22,24.727154,33.18824,0.667,10
150,116.900002,0.284,22,24.735619,33.1996,0.667,10
150,116.889999,0.283,22,24.557209,33.079868,0.67,9
150,116.889999,0.283,22,24.557209,33.079868,0.67,10
150,116.870003,0.282,22,24.406595,32.95734,0.672,10
150,116.839996,0.282,22,24.400331,32.948879,0.672,9
150,116.879997,0.281,22,24.232353,32.843281,0.675,9
150,116.830002,0.281,22,24.221989,32.829231,0.675,10
150,116.849998,0.281,22,24.226133,32.83485,0.675,9
150,116.82,0.28,22,24.073709,32.709599,0.677,9
150,116.790001,0.28,22,24.067528,32.701199,0.677,9
150,116.790001,0.28,22,24.067528,32.701199,0.677,9
150,116.699997,0.279,21,24.798475,32.559299,0.648,9
150,116.779999,0.279,21,24.815475,32.581619,0.648,9
150,116.690002,0.278,21,24.624346,32.439819,0.651,9
150,116.650002,0.278,21,24.615904,32.428699,0.651,10
150,116.620003,0.277,21,24.465492,32.303741,0.653,10
150,116.660004,0.277,21,24.473885,32.314819,0.653,9
150,116.690002,0.277,21,24.480179,32.323132,0.653,9
150,116.690002,0.276,21,24.308161,32.20644,0.656,9
150,116.699997,0.275,21,24.166227,32.092499,0.658,9
150,116.730003,0.275,21,24.17244,32.10075,0.658,9
150,116.809998,0.274,21,24.044962,32.005939,0.66,9
150,116.790001,0.274,21,24.040846,32.000462,0.66,9
150,116.910004,0.274,21,24.065546,32.03334,0.66,9
150,116.830002,0.274,21,24.04908,32.011421,0.66,10
150,116.790001,0.274,21,24.040846,32.000462,0.66,9
150,116.879997,0.273,21,23.887127,31.908239,0.663,9
150,116.889999,0.273,21,23.889172,31.910971,0.663,9
150,116.839996,0.273,21,23.878952,31.89732,0.663,10
150,116.839996,0.273,21,23.878952,31.89732,0.663,9
150,116.879997,0.273,21,23.887127,31.908239,0.663,9
150,117,0.274,21,24.223951,32.057999,0.655,9
150,116.860001,0.274,21,24.055254,32.019642,0.66,9
150,116.860001,0.274,21,24.055254,32.019642,0.66,9
150,116.949997,0.274,21,24.07378,32.0443,0.66,10
150,116.970001,0.274,21,24.077896,32.049782,0.66,9
150,116.949997,0.274,21,24.07378,32.0443,0.66,9
150,116.910004,0.274,21,24.065546,32.03334,0.66,9
150,116.839996,0.275,21,24.195219,32.131001,0.658,9
150,116.93,0.276,21,24.358156,32.272678,0.656,10
150,116.910004,0.276,21,24.353991,32.267159,0.656,9
150,116.910004,0.276,21,24.353991,32.267159,0.656,9
150,116.75,0.277,21,24.492765,32.339748,0.653,9
150,116.779999,0.277,21,24.49906,32.348061,0.653,9
150,116.779999,0.277,21,24.49906,32.348061,0.653,9
150,116.849998,0.277,21,24.513744,32.367451,0.653,10
150,116.870003,0.278,21,24.662329,32.489861,0.651,9
150,116.860001,0.278,21,24.660219,32.48708,0.651,10
150,116.75,0.278,21,24.637007,32.456501,0.651,10
150,116.669998,0.278,21,24.620125,32.434261,0.651,9
150,116.68,0.279,21,24.794226,32.553719,0.648,9
150,116.699997,0.279,21,24.798475,32.559299,0.648,9
150,116.739998,0.279,21,24.806976,32.570461,0.648,10
150,116.760002,0.279,21,24.811226,32.576038,0.648,9
150,116.849998,0.279,21,24.830351,32.601151,0.648,10
150,116.779999,0.279,21,24.815475,32.581619,0.648,9
150,116.720001,0.279,21,24.802727,32.56488,0.648,9
150,116.940002,0.279,21,24.849476,32.626259,0.648,9
150,116.949997,0.279,21,24.851601,32.629051,0.648,9
150,116.860001,0.279,21,24.832476,32.603939,0.648,9
150,116.830002,0.279,21,24.826101,32.59557,0.648,10
150,116.910004,0.279,21,24.843102,32.617889,0.648,9
150,116.889999,0.278,21,24.66655,32.495419,0.651,9
150,116.949997,0.278,21,24.679211,32.5121,0.651,9
150,116.919998,0.278,21,24.67288,32.503761,0.651,10
150,116.919998,0.278,21,24.67288,32.503761,0.651,10
150,116.790001,0.278,21,24.645447,32.467621,0.651,9
150,116.790001,0.278,21,24.645447,32.467621,0.651,10
150,116.809998,0.278,21,24.649668,32.473179,0.651,9
150,116.709999,0.278,21,24.628565,32.445381,0.651,9
150,116.779999,0.278,21,24.643337,32.46484,0.651,9
150,116.82,0.278,21,24.651777,32.47596,0.651,10
150,116.809998,0.278,21,24.649668,32.473179,0.651,9
150,116.75,0.278,21,24.637007,32.456501,0.651,9
150,116.75,0.278,21,24.637007,32.456501,0.651,9
150,116.760002,0.278,21,24.639116,32.459278,0.651,9
150,116.709999,0.277,21,24.484373,32.328671,0.653,9
150,116.779999,0.277,21,24.49906,32.348061,0.653,9
150,116.779999,0.277,21,24.49906,32.348061,0.653,10
150,116.779999,0.277,21,24.49906,32.348061,0.653,9
150,116.849998,0.277,21,24.513744,32.367451,0.653,10
150,116.730003,0.277,21,24.488569,32.334209,0.653,10
150,116.699997,0.277,21,24.482277,32.325901,0.653,9
150,116.860001,0.276,21,24.343575,32.253361,0.656,10
150,116.830002,0.276,21,24.337324,32.245079,0.656,9
150,116.809998,0.276,21,24.333158,32.239559,0.656,9
150,116.870003,0.276,21,24.345657,32.256119,0.656,9
150,116.949997,0.276,21,24.362324,32.278198,0.656,9
150,116.849998,0.276,21,24.341492,32.250599,0.656,9
150,116.889999,0.276,21,24.349825,32.261639,0.656,9
150,116.860001,0.276,21,24.343575,32.253361,0.656,9
150,116.940002,0.276,21,24.360241,32.27544,0.656,10
150,116.970001,0.275,21,24.222139,32.166752,0.658,9
150,116.959999,0.275,21,24.22007,32.164001,0.658,9
150,116.870003,0.275,21,24.201431,32.139252,0.658,9
150,116.93,0.275,21,24.213856,32.15575,0.658,9
150,116.910004,0.275,21,24.209715,32.150249,0.658,9
150,116.959999,0.275,21,24.22007,32.164001,0.658,9
150,116.889999,0.275,21,24.205572,32.144749,0.658,10
150,116.989998,0.275,21,24.22628,32.172249,0.658,9
150,117.040001,0.276,21,24.548185,32.30304,0.65,9
150,117.040001,0.276,21,24.548185,32.30304,0.65,9
150,117.160004,0.276,21,24.573355,32.336159,0.65,9
150,117.18,0.276,21,24.577549,32.341679,0.65,10
150,117.150002,0.276,21,24.571257,32.333401,0.65,10
150,117.129997,0.276,21,24.567062,32.327881,0.65,9
150,117.099998,0.276,21,24.56077,32.319599,0.65,10
150,117.089996,0.276,21,24.558672,32.316841,0.65,9
150,117.089996,0.275,21,24.414461,32.199749,0.652,9
150,117.019997,0.275,21,24.399864,32.1805,0.652,9
150,117,0.274,21,24.223951,32.057999,0.655,9
150,117.050003,0.274,21,24.234303,32.071701,0.655,9
150,116.980003,0.274,21,24.079956,32.052521,0.66,10
150,116.980003,0.274,21,24.079956,32.052521,0.66,9
150,117.050003,0.274,21,24.234303,32.071701,0.655,9
150,116.980003,0.274,21,24.079956,32.052521,0.66,9
150,117,0.275,21,24.395695,32.174999,0.652,9
150,117.059998,0.275,21,24.408207,32.191502,0.652,9
150,117.029999,0.275,21,24.401951,32.18325,0.652,9
150,116.989998,0.275,21,24.22628,32.172249,0.658,10
150,117.059998,0.276,21,24.55238,32.308559,0.65,10
150,117.040001,0.275,21,24.404036,32.186001,0.652,10
150,117.059998,0.275,21,24.408207,32.191502,0.652,10
150,116.93,0.275,21,24.213856,32.15575,0.658,9
150,116.82,0.276,21,24.335241,32.242321,0.656,9
150,116.989998,0.276,21,24.370655,32.289242,0.656,9
150,116.989998,0.276,21,24.370655,32.289242,0.656,9
150,116.949997,0.276,21,24.362324,32.278198,0.656,9
150,116.959999,0.276,21,24.364407,32.28096,0.656,9
150,116.93,0.276,21,24.358156,32.272678,0.656,10
150,117.019997,0.276,21,24.543989,32.29752,0.65,9
150,116.980003,0.276,21,24.368572,32.28648,0.656,9
150,117,0.276,21,24.539795,32.292,0.65,10
150,117.050003,0.275,21,24.40612,32.188751,0.652,10
150,117.029999,0.276,21,24.546087,32.300282,0.65,10
150,117.18,0.276,21,24.577549,32.341679,0.65,9
150,117.160004,0.276,21,24.573355,32.336159,0.65,9
150,117.089996,0.275,21,24.414461,32.199749,0.652,10
150,117.139999,0.275,21,24.424887,32.213501,0.652,10
150,117.120003,0.275,21,24.420715,32.208,0.652,9
150,117.190002,0.275,21,24.435312,32.227249,0.652,9
150,117.199997,0.275,21,24.437397,32.23,0.652,10
150,117.089996,0.274,21,24.242584,32.082661,0.655,9
150,117.150002,0.275,21,24.426971,32.216251,0.652,10
150,117.099998,0.274,21,24.244656,32.0854,0.655,9
150,117.139999,0.273,21,24.108833,31.979219,0.657,9
150,117.169998,0.273,21,24.115007,31.98741,0.657,9
150,117.220001,0.273,21,24.125298,32.00106,0.657,9
150,117.199997,0.274,21,24.26536,32.112801,0.655,9
150,117.18,0.273,21,24.117065,31.990141,0.657,9
150,117.190002,0.273,21,24.119123,31.99287,0.657,9
150,117.239998,0.273,21,24.129414,32.006519,0.657,10
150,117.169998,0.273,21,24.115007,31.98741,0.657,9
150,117.150002,0.273,21,24.110891,31.981951,0.657,10
150,117.209999,0.273,21,24.12324,31.998329,0.657,9
150,117.089996,0.274,21,24.242584,32.082661,0.655,9
150,117.160004,0.274,21,24.257076,32.101841,0.655,9
150,117.160004,0.274,21,24.257076,32.101841,0.655,9
150,117.099998,0.274,21,24.244656,32.0854,0.655,10
150,117.110001,0.274,21,24.246725,32.088139,0.655,9
150,117.129997,0.274,21,24.250866,32.09362,0.655,9
150,117.160004,0.275,21,24.429056,32.219002,0.652,9
150,117.080002,0.275,21,24.412376,32.196999,0.652,9
150,117.120003,0.275,21,24.420715,32.208,0.652,9
150,117.209999,0.275,21,24.439482,32.23275,0.652,10
150,117.220001,0.275,21,24.441566,32.2355,0.652,9
150,117.190002,0.275,21,24.435312,32.227249,0.652,9
150,117.150002,0.275,21,24.426971,32.216251,0.652,10
150,117.089996,0.275,21,24.414461,32.199749,0.652,9
150,117.07,0.275,21,24.410292,32.194248,0.652,9
150,117.089996,0.275,21,24.414461,32.199749,0.652,10
150,117.110001,0.275,21,24.418631,32.20525,0.652,9
150,117.150002,0.275,21,24.426971,32.216251,0.652,10
150,117.089996,0.275,21,24.414461,32.199749,0.652,9
150,116.949997,0.275,21,24.217999,32.161251,0.658,9
150,117.110001,0.275,21,24.418631,32.20525,0.652,9
150,117.199997,0.275,21,24.437397,32.23,0.652,9
150,117.269997,0.275,21,24.451994,32.249249,0.652,9
150,117.25,0.275,21,24.447823,32.243752,0.652,9
150,117.209999,0.275,21,24.439482,32.23275,0.652,10
150,117.120003,0.274,21,24.248796,32.090881,0.655,10
150,117.040001,0.274,21,24.232231,32.068958,0.655,10
150,117.139999,0.274,21,24.252935,32.096359,0.655,10
150,117.199997,0.274,21,24.26536,32.112801,0.655,10
150,117.089996,0.274,21,24.242584,32.082661,0.655,10
150,117.089996,0.274,21,24.242584,32.082661,0.655,9
150,117.110001,0.274,21,24.246725,32.088139,0.655,10
150,117.019997,0.273,21,24.084135,31.946461,0.657,9
150,117.080002,0.273,21,24.096483,31.962839,0.657,9
150,117.139999,0.274,21,24.252935,32.096359,0.655,9
150,117.129997,0.274,21,24.250866,32.09362,0.655,9
150,117.150002,0.274,21,24.255007,32.099098,0.655,9
150,117.25,0.274,21,24.275711,32.126499,0.655,9
150,117.160004,0.274,21,24.257076,32.101841,0.655,9
150,117.059998,0.274,21,24.236374,32.07444,0.655,9
150,117.080002,0.274,21,24.240515,32.079922,0.655,10
150,117.059998,0.275,21,24.408207,32.191502,0.652,9
150,117.07,0.275,21,24.410292,32.194248,0.652,9
150,116.940002,0.275,21,24.215927,32.158501,0.658,9
150,116.989998,0.275,21,24.22628,32.172249,0.658,9
150,117.059998,0.274,21,24.236374,32.07444,0.655,10
150,117.150002,0.274,21,24.255007,32.099098,0.655,9
150,117.07,0.274,21,24.238443,32.077179,0.655,9
150,117.160004,0.274,21,24.257076,32.101841,0.655,10
150,117.129997,0.274,21,24.250866,32.09362,0.655,9
150,117.050003,0.274,21,24.234303,32.071701,0.655,9
150,116.970001,0.274,21,24.077896,32.049782,0.66,10
150,117.040001,0.273,21,24.088251,31.95192,0.657,10
150,117.099998,0.273,21,24.100599,31.9683,0.657,10
150,117.050003,0.273,21,24.090309,31.954651,0.657,9
150,117.040001,0.274,21,24.232231,32.068958,0.655,10
150,117.080002,0.274,21,24.240515,32.079922,0.655,10
150,117.099998,0.274,21,24.244656,32.0854,0.655,9
150,117.059998,0.274,21,24.236374,32.07444,0.655,9
150,117.139999,0.274,21,24.252935,32.096359,0.655,9
150,117.230003,0.275,21,24.443653,32.238251,0.652,9
150,117.150002,0.275,21,24.426971,32.216251,0.652,9
150,117.239998,0.275,21,24.445738,32.241001,0.652,9
150,117.220001,0.274,21,24.269501,32.118279,0.655,10
150,117.220001,0.274,21,24.269501,32.118279,0.655,9
150,117.230003,0.274,21,24.27157,32.121021,0.655,9
150,117.220001,0.274,21,24.269501,32.118279,0.655,10
150,117.18,0.273,21,24.117065,31.990141,0.657,9
150,117.169998,0.273,21,24.115007,31.98741,0.657,10
150,117.080002,0.273,21,24.096483,31.962839,0.657,9
150,117.150002,0.273,21,24.110891,31.981951,0.657,10
150,117,0.273,21,24.080019,31.941,0.657,9
150,117.010002,0.273,21,24.082077,31.943729,0.657,9
150,117.059998,0.273,21,24.092367,31.95738,0.657,9
150,117.160004,0.273,21,24.112949,31.98468,0.657,9
150,117.239998,0.273,21,24.129414,32.006519,0.657,9
150,117.269997,0.273,21,24.135588,32.014709,0.657,9
150,117.260002,0.273,21,24.13353,32.011978,0.657,9
150,117.290001,0.273,21,24.139704,32.020168,0.657,9
150,117.269997,0.274,21,24.279852,32.131981,0.655,9
150,117.209999,0.274,21,24.267429,32.11554,0.655,9
150,117.169998,0.274,21,24.259148,32.10458,0.655,9
150,117.160004,0.274,21,24.257076,32.101841,0.655,10
150,117.019997,0.274,21,24.22809,32.06348,0.655,9
150,117.089996,0.274,21,24.242584,32.082661,0.655,9
150,116.989998,0.275,21,24.22628,32.172249,0.658,9
150,117.059998,0.275,21,24.408207,32.191502,0.652,9
150,117.040001,0.275,21,24.404036,32.186001,0.652,10
150,117.129997,0.275,21,24.422802,32.210751,0.652,10
150,117.07,0.274,21,24.238443,32.077179,0.655,10
150,117.029999,0.274,21,24.230162,32.066219,0.655,9
150,117.059998,0.274,21,24.236374,32.07444,0.655,10
150,117.089996,0.274,21,24.242584,32.082661,0.655,10
150,117.07,0.274,21,24.238443,32.077179,0.655,9
150,117.099998,0.274,21,24.244656,32.0854,0.655,9
150,117.089996,0.274,21,24.242584,32.082661,0.655,9
150,117.050003,0.273,21,24.090309,31.954651,0.657,9
150,117.129997,0.273,21,24.106773,31.97649,0.657,9
150,117.139999,0.273,21,24.108833,31.979219,0.657,9
150,117.129997,0.273,21,24.106773,31.97649,0.657,10
150,117.120003,0.273,21,24.104715,31.973761,0.657,9
150,117.07,0.273,21,24.094425,31.96011,0.657,10
150,117.089996,0.273,21,24.098541,31.96557,0.657,10
150,117.019997,0.273,21,24.084135,31.946461,0.657,10
150,116.970001,0.273,21,23.905521,31.93281,0.663,10
150,117.010002,0.273,21,24.082077,31.943729,0.657,9
150,117.110001,0.273,21,24.102657,31.971029,0.657,10
150,117.120003,0.273,21,24.104715,31.973761,0.657,10
150,117.040001,0.273,21,24.088251,31.95192,0.657,9
150,117.150002,0.273,21,24.110891,31.981951,0.657,10
150,117.110001,0.273,21,24.102657,31.971029,0.657,10
150,117.110001,0.273,21,24.102657,31.971029,0.657,10
150,117.040001,0.274,21,24.232231,32.068958,0.655,9
150,117.150002,0.274,21,24.255007,32.099098,0.655,9
150,117.18,0.275,21,24.433228,32.224499,0.652,9
150,117.239998,0.275,21,24.445738,32.241001,0.652,9
150,116.690002,0.275,21,24.164158,32.089748,0.658,9
150,117.099998,0.276,21,24.56077,32.319599,0.65,9
150,117.160004,0.277,21,24.717758,32.45332,0.648,9
150,117.110001,0.277,21,24.707209,32.439468,0.648,9
150,117.029999,0.277,21,24.690331,32.417309,0.648,9
150,117.050003,0.277,21,24.69455,32.422852,0.648,10
150,116.919998,0.278,21,24.67288,32.503761,0.651,9
150,116.879997,0.278,21,24.664438,32.492641,0.651,10
150,117,0.279,21,25.00017,32.643002,0.643,9
150,117.059998,0.278,21,24.868549,32.542679,0.645,9
150,117.120003,0.278,21,24.881294,32.559361,0.645,10
150,117.07,0.278,21,24.870672,32.54546,0.645,10
150,117.029999,0.278,21,24.862177,32.53434,0.645,10
150,117.120003,0.277,21,24.709318,32.442242,0.648,9
150,117.18,0.277,21,24.721977,32.458858,0.648,10
150,117.059998,0.277,21,24.696659,32.425621,0.648,9
150,117.019997,0.277,21,24.688221,32.414539,0.648,10
150,117.110001,0.277,21,24.707209,32.439468,0.648,9
150,117,0.277,21,24.684002,32.409,0.648,9
150,117.07,0.277,21,24.698771,32.428391,0.648,9
150,117.190002,0.277,21,24.724087,32.461632,0.648,10
150,117.139999,0.276,21,24.569159,32.330639,0.65,9
150,116.959999,0.275,21,24.22007,32.164001,0.658,10
150,116.949997,0.275,21,24.217999,32.161251,0.658,10
150,116.910004,0.275,21,24.209715,32.150249,0.658,9
150,116.900002,0.274,21,24.063488,32.030602,0.66,9
150,116.910004,0.274,21,24.065546,32.03334,0.66,9
150,117,0.274,21,24.223951,32.057999,0.655,9
150,117.010002,0.274,21,24.226021,32.060741,0.655,9
150,116.949997,0.273,21,23.901434,31.927349,0.663,9
150,116.959999,0.273,21,23.903477,31.93008,0.663,9
150,116.889999,0.273,21,23.889172,31.910971,0.663,9
150,116.919998,0.273,21,23.895302,31.919161,0.663,9
150,116.980003,0.273,21,23.907564,31.935539,0.663,9
150,117,0.273,21,24.080019,31.941,0.657,9
150,116.949997,0.273,21,23.901434,31.927349,0.663,10
150,116.910004,0.273,21,23.893259,31.91643,0.663,9
150,116.919998,0.273,21,23.895302,31.919161,0.663,9
150,116.959999,0.273,21,23.903477,31.93008,0.663,9
150,117.080002,0.274,21,24.240515,32.079922,0.655,9
150,117.099998,0.274,21,24.244656,32.0854,0.655,10
150,117.139999,0.274,21,24.252935,32.096359,0.655,10
150,117.190002,0.273,21,24.119123,31.99287,0.657,9
150,117.169998,0.273,21,24.115007,31.98741,0.657,9
150,117.209999,0.273,21,24.12324,31.998329,0.657,9
150,117.120003,0.273,21,24.104715,31.973761,0.657,9
150,117.209999,0.273,21,24.12324,31.998329,0.657,9
150,117.169998,0.273,21,24.115007,31.98741,0.657,9
150,117.129997,0.273,21,24.106773,31.97649,0.657,9
150,117.139999,0.273,21,24.108833,31.979219,0.657,10
150,117.129997,0.273,21,24.106773,31.97649,0.657,9
150,117.150002,0.274,21,24.255007,32.099098,0.655,9
150,117.110001,0.274,21,24.246725,32.088139,0.655,9
150,117.129997,0.274,21,24.250866,32.09362,0.655,9
150,117.129997,0.275,21,24.422802,32.210751,0.652,9
150,117.129997,0.275,21,24.422802,32.210751,0.652,9
150,117.139999,0.275,21,24.424887,32.213501,0.652,9
150,117.059998,0.275,21,24.408207,32.191502,0.652,9
150,117.120003,0.276,21,24.564964,32.325119,0.65,9
150,117.110001,0.276,21,24.562866,32.322361,0.65,9
150,117,0.276,21,24.539795,32.292,0.65,9
150,116.989998,0.276,21,24.370655,32.289242,0.656,9
150,117.07,0.276,21,24.554478,32.311321,0.65,9
150,116.919998,0.276,21,24.356073,32.26992,0.656,9
150,117.019997,0.276,21,24.543989,32.29752,0.65,10
150,116.959999,0.276,21,24.364407,32.28096,0.656,9
150,117.129997,0.276,21,24.567062,32.327881,0.65,9
150,117.110001,0.275,21,24.418631,32.20525,0.652,9
150,117.160004,0.275,21,24.429056,32.219002,0.652,9
150,117.050003,0.274,21,24.234303,32.071701,0.655,9
150,117.099998,0.274,21,24.244656,32.0854,0.655,10
150,117.099998,0.274,21,24.244656,32.0854,0.655,10
150,117.019997,0.274,21,24.22809,32.06348,0.655,9
150,116.970001,0.274,21,24.077896,32.049782,0.66,10
150,116.970001,0.274,21,24.077896,32.049782,0.66,10
150,117.010002,0.274,21,24.226021,32.060741,0.655,9
150,117.239998,0.274,21,24.273642,32.12376,0.655,9
150,117.120003,0.274,21,24.248796,32.090881,0.655,10
150,117.089996,0.275,21,24.414461,32.199749,0.652,10
150,117.139999,0.275,21,24.424887,32.213501,0.652,9
150,117.110001,0.275,21,24.418631,32.20525,0.652,9
150,117.169998,0.275,21,24.431143,32.221748,0.652,10
150,117.07,0.275,21,24.410292,32.194248,0.652,9
150,117.110001,0.275,21,24.418631,32.20525,0.652,9
150,116.980003,0.275,21,24.224211,32.169498,0.658,9
150,116.940002,0.275,21,24.215927,32.158501,0.658,10
150,117.050003,0.276,21,24.550283,32.305801,0.65,9
150,117.07,0.276,21,24.554478,32.311321,0.65,10
